Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Viet Nam,VNM,..,24.73120591,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Virgin Islands (U.S.),VIR,..,14.31115581,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,"Yemen, Rep.",YEM,..,56.89206529,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Zambia,ZMB,..,-37.84294265,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Zimbabwe,ZWE,..,-5.69885239,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Arab World,ARB,..,34.93153098,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Caribbean small states,CSS,..,30.21430537,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Central Europe and the Baltics,CEB,..,-29.65641475,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Early-demographic dividend,EAR,..,6.238424715,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,East Asia & Pacific,EAS,..,-0.713436645,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,East Asia & Pacific (excluding high income),EAP,..,-0.615302595,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,East Asia & Pacific (IDA & IBRD countries),TEA,..,-0.365592624,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Euro area,EMU,..,-10.18252175,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Europe & Central Asia,ECS,..,-20.75900904,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Europe & Central Asia (excluding high income),ECA,..,-21.50626692,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Europe & Central Asia (IDA & IBRD countries),TEC,..,-24.56495543,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,European Union,EUU,..,-17.61279143,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Fragile and conflict affected situations,FCS,..,-8.695489443,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Heavily indebted poor countries (HIPC),HPC,..,-3.023335714,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,High income,HIC,..,-10.60216439,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,IBRD only,IBD,..,-2.922347203,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,IDA & IBRD total,IBT,..,-1.710479226,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,IDA blend,IDB,..,17.59517806,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,IDA only,IDX,..,-3.907445506,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,IDA total,IDA,..,2.979843842,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Late-demographic dividend,LTE,..,-5.552335392,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Latin America & Caribbean,LCN,..,9.050142716,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Latin America & Caribbean (excluding high income),LAC,..,8.19773862,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,9.382264197,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Least developed countries: UN classification,LDC,..,-5.198760713,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Low & middle income,LMY,..,1.925696533,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Low income,LIC,..,-7.425076355,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Lower middle income,LMC,..,3.788444916,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Middle East & North Africa,MEA,..,37.04953128,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Middle East & North Africa (excluding high income),MNA,..,28.88579269,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Middle East & North Africa (IDA & IBRD countries),TMN,..,28.88579269,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Middle income,MIC,..,2.933321644,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,North America,NAC,..,-7.836627886,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,OECD members,OED,..,-8.190457729,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Other small states,OSS,..,9.565533296,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Pacific island small states,PSS,..,-16.57531154,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Post-demographic dividend,PST,..,-10.69360666,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Pre-demographic dividend,PRE,..,2.972253453,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Small states,SST,..,11.81904754,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,South Asia,SAS,..,10.57309844,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,South Asia (IDA & IBRD),TSA,..,10.57309844,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Sub-Saharan Africa,SSF,..,0.768039261,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Sub-Saharan Africa (excluding high income),SSA,..,0.522973957,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,0.768039261,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,Upper middle income,UMC,..,2.294637745,..,..,..,..,..,..,..,..,..,..
Methane emissions (% change from 1990),EN.ATM.METH.ZG,World,WLD,..,-2.815226487,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Afghanistan,AFG,2841.412942,3477.594592,4774.904066,5089.099104,5057.086341,5043.515513,5263.964085,4670.406457,4647.418829,4863.386801,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Albania,ALB,1565.121148,1188.151368,1132.069355,1152.771143,1193.30493,1232.90805,1199.49957,1093.40189,1121.354209,1015.186729,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Algeria,DZA,5066.418384,7477.3984,10912.04108,11704.86639,12313.7395,12290.24548,12303.29866,12488.53884,12597.83722,12578.7476,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Andorra,AND,1.408245,1.757614,1.915596,1.837204,1.758811,1.758811,1.758811,1.758811,1.758811,1.758811,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Angola,AGO,15298.1161,14254.9178,18068.72927,17527.36362,18238.39278,18282.69915,18661.83952,16759.86409,18795.60166,17757.86784,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Antigua and Barbuda,ATG,14.0954,15.5854,12.422911,12.408111,12.393311,12.726263,12.493016,12.468368,12.02652,11.763473,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Argentina,ARG,35099.886,38831.5776,43058.52932,43399.01415,43040.15198,45959.5346,48583.77542,47884.22344,49875.87787,51061.49889,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Armenia,ARM,892.568623,528.6726,1021.122208,981.315544,1085.27768,1616.824493,1217.646506,1170.920319,1158.334532,1173.579946,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Australia,AUS,76884.97997,98386.78327,63037.21868,75396.66345,71867.32307,57394.67087,79510.16522,76864.12277,61687.22811,49331.81586,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Austria,AUT,4982.786857,4692.583553,3881.737923,3919.363649,4019.4351,3998.88401,3919.47158,3857.48535,3779.04452,3759.74089,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Azerbaijan,AZE,2904.643813,2392.600802,3615.978871,3707.450097,4097.544323,4048.188968,3962.261613,4263.951057,4478.074702,4793.554747,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,"Bahamas, The",BHS,18.934066,21.13224,32.721376,25.886559,28.885742,33.269707,39.054272,34.110837,34.561201,33.819566,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bahrain,BHR,50.293791,65.9574,128.531832,132.563275,147.957117,161.617414,173.13151,179.596206,181.304702,171.638398,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bangladesh,BGD,14682.62892,19647.05865,25080.43373,26000.20685,26675.21757,25741.12383,26628.28049,27433.01574,27472.5972,28076.84646,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Barbados,BRB,49.468,47.641521,42.363158,38.881648,38.380138,40.187859,42.800179,38.469099,38.16102,38.47874,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Belarus,BLR,21653.40901,15049.40161,16552.38401,16135.25681,16010.39941,15224.11069,15631.9392,15497.9487,15522.33821,15902.54152,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Belgium,BEL,8187.902989,7694.74207,4847.690503,4835.247867,4791.305948,4630.322725,4585.852672,4622.227818,4623.263765,4564.196311,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Belize,BLZ,72.317093,73.1292,191.77113,194.710249,199.496969,195.887544,179.821719,161.133494,204.101468,205.409043,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Benin,BEN,1554.467044,2375.2196,2377.862985,2375.512875,2337.475766,2562.845659,2469.264952,2841.306445,3093.855339,3007.644632,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bhutan,BTN,111.979486,108.5316,110.236018,108.806178,103.859937,104.531678,106.127218,105.696358,102.523898,97.265439,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bolivia,BOL,5016.5492,6034.018,8480.598679,8062.080258,8586.964037,9087.396994,8935.70935,8851.492706,9692.654062,9838.142418,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bosnia and Herzegovina,BIH,1125.552019,886.9392,1339.0324,1435.9036,1486.454,1365.482,1361.9728,1282.6468,1268.3666,1283.7036,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Botswana,BWA,4440.528488,4262.204042,3832.964726,2457.674765,2099.465804,1718.720113,3383.205623,2282.718732,1333.910042,2963.633551,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Brazil,BRA,106201.452,123867.3144,167137.7147,173944.7816,171295.0848,170877.6004,179686.9665,175119.3188,182232.0875,191103.2517,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Brunei Darussalam,BRN,46.614024,81.642284,125.971533,120.601871,121.10741,123.189294,119.798579,125.113463,121.802947,137.896432,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bulgaria,BGR,8325.997492,3794.758122,3858.6043,3933.905001,4104.06579,4323.603333,4295.88871,4253.330888,4368.373865,4328.729643,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Burkina Faso,BFA,4374.896423,6344.045563,8947.848743,9017.334797,9099.87325,9592.083227,9622.035604,9726.011181,9729.560757,10060.67193,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Burundi,BDI,719.31513,813.972455,1419.788062,1427.498394,1406.123927,1552.674544,1766.27516,1824.647577,1684.611594,1636.389411,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Cabo Verde,CPV,52.215406,75.919567,65.029522,65.193284,66.578845,67.238244,55.560442,55.534441,56.19384,59.475638,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Cambodia,KHM,2726.293386,3391.025247,4336.903841,4322.347283,4584.257925,4361.962991,4888.944856,4823.181722,4834.090588,4784.592654,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Cameroon,CMR,5160.468208,62455.7674,62011.21236,61919.64896,62008.80076,62229.61636,62162.71877,62192.24557,62183.30517,62399.45337,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Canada,CAN,43130.96823,38507.0211,44752.72723,44194.56243,44128.62411,43290.64216,44007.89165,45868.76614,44164.50684,47080.30993,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Central African Republic,CAF,7925.190917,13051.59176,10859.46104,10602.91399,10741.57454,11585.51177,10692.52619,10939.42042,10056.09004,10628.57907,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Chad,TCD,5681.25999,12987.82988,19085.22913,19863.05388,21383.52442,23037.79081,23550.3894,25089.95559,25832.43137,27724.59116,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Chile,CHL,4689.849403,6616.743,7246.732514,6840.471018,6880.639323,6536.346819,6267.242115,6239.93341,6599.049106,6599.431802,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,China,CHN,295990.8093,375670.6879,522836.8848,534386.9232,549580.0712,551682.7235,549108.7203,545546.5128,536538.2013,536920.2103,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Colombia,COL,18054.72721,18555.6042,19446.17021,20225.96126,19572.09792,19828.20159,20958.15505,22058.24292,22577.39139,23778.21405,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Comoros,COM,39.5744,43.061,46.5476,46.5774,46.786,46.935,46.7264,46.8158,47.7098,46.8158,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,"Congo, Dem. Rep.",COD,13405.60912,9832.017345,14583.49787,14331.16706,14836.04045,14757.26349,15350.21353,14370.20177,14859.45101,14960.56584,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,"Congo, Rep.",COG,1215.926362,571.758447,1788.191274,1572.255668,1769.782261,1766.389008,1729.239756,1776.387703,1777.594051,1610.016398,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Costa Rica,CRI,1622.765883,1540.611123,1809.60358,1736.748596,1790.451012,1920.615865,1896.102719,1972.501572,1988.550226,1875.797079,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Cote d'Ivoire,CIV,2366.019955,2830.036,3362.207627,2969.350796,3024.478764,3691.414528,3178.700491,3217.514254,3328.791218,3544.205981,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Croatia,HRV,2940.798109,2386.464895,1729.183521,1696.115062,1842.177293,1613.27542,1742.473695,1741.031371,1760.421047,1773.064923,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Cuba,CUB,6439.673758,3713.640683,3626.855679,3720.033446,3612.074614,3541.597492,3521.853769,3456.768047,3480.347125,3195.025202,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Cyprus,CYP,318.044716,358.18021,344.98854,335.271956,353.516872,353.765652,361.882234,364.824816,369.459398,371.65818,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Czechia,CZE,8050.782568,5554.994206,5008.568506,5128.576384,5579.439977,5598.32036,5300.623609,5162.311859,5078.653309,4755.494158,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Denmark,DNK,7480.878511,6621.943089,5096.906199,5277.30677,5439.711329,5501.500505,5533.16701,5261.279716,5419.384022,5492.825727,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Djibouti,DJI,196.640799,251.11966,257.29034,258.408773,259.348407,260.590779,258.46575,258.575722,258.864494,259.183065,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Dominica,DMA,28.644014,25.0916,21.293801,19.810362,21.426123,20.042505,20.208486,19.957268,21.07685,20.527631,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Dominican Republic,DOM,1924.514739,2006.4514,2939.439299,2975.82651,3116.959521,3193.500238,3266.713355,3409.242672,3404.53699,3395.510707,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Ecuador,ECU,3680.1494,4095.1564,5385.237826,5316.232751,4836.405076,5092.811567,5126.290858,5209.686148,5276.364039,5192.81053,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,"Egypt, Arab Rep.",EGY,12475.05696,18645.2418,22747.77638,22332.93536,22360.49674,22922.59507,22872.5928,22199.56133,20367.87605,20471.52798,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,El Salvador,SLV,1243.832103,1163.666564,1279.452138,1207.064709,1251.995879,1169.50332,1073.403962,1120.562403,932.473244,1015.746685,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Equatorial Guinea,GNQ,13.155329,19.021957,33.173567,33.908803,34.344039,35.28137,33.9379,33.775231,34.701962,33.339292,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Eritrea,ERI,1219.710322,1631.833834,1648.513491,1657.483747,1665.954003,1683.42364,1693.924078,1712.385715,1719.642553,1730.462791,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Estonia,EST,2313.865356,1591.853203,1780.09001,1804.28285,1819.596212,1761.280303,1800.632422,1794.357941,1829.81086,1827.193979,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Eswatini,SWZ,462.715,411.684,442.5354,439.3262,419.3828,406.4396,417.1298,421.9978,447.5226,423.5448,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Ethiopia,ETH,23059.54429,24053.60402,41192.10991,42822.32574,43929.57877,45628.53216,46534.81716,47230.17516,51133.34736,53761.30355,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Fiji,FJI,328.585629,328.795672,327.33264,153.809424,173.986207,161.891808,180.521209,171.22801,198.648411,191.232612,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Finland,FIN,7204.476736,6743.731956,5738.967648,5841.598208,5819.758209,5750.738048,5798.178411,5831.641973,6008.999936,5877.063898,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,France,FRA,61680.30976,49476.0713,38647.13518,38895.27839,39512.41519,38016.53127,39694.36627,38089.82008,37375.35948,36202.71508,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Gabon,GAB,274.268398,283.6302,577.193786,520.035589,551.052993,563.274486,589.478178,530.184871,584.242164,523.122457,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,"Gambia, The",GMB,269.8688,307.1486,323.2406,335.6672,337.9022,336.7996,340.6438,348.809,341.508,359.1794,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Georgia,GEO,2470.988591,1824.0388,2144.768027,2175.069828,2066.362429,2095.692807,2032.665385,2001.565762,1970.95314,2158.298117,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Germany,DEU,67167.57693,45450.28154,38480.92828,39371.73423,38498.26729,37800.33776,36710.42297,34841.25238,35033.80659,33815.1086,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Ghana,GHA,3447.5614,4484.8474,5043.540495,4915.16056,5171.045024,5192.00023,5518.409035,5369.03804,5489.526246,6369.119051,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Greece,GRC,7466.444256,6471.828641,4876.005793,4742.849798,4565.368038,4550.347587,4602.55172,4406.498054,4419.122187,4423.24792,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Grenada,GRD,6.906575,6.401983,7.329862,7.365824,7.371987,7.377711,7.383435,7.508359,7.633283,7.639008,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Guatemala,GTM,2370.39286,3060.717733,4522.606658,4475.279658,4681.155058,4733.559517,4804.342375,4834.713434,4899.088092,5199.301551,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Guinea,GIN,2501.435614,2927.411513,5439.223074,5474.709511,5396.568549,6603.288942,6314.764536,5993.221729,6496.155523,6822.434916,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Guinea-Bissau,GNB,495.9757,524.741005,707.440393,730.932707,760.057221,722.454217,735.988012,770.203008,763.204603,765.861398,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Guyana,GUY,294.346084,397.8046,539.176153,518.799915,574.581877,497.276117,494.274957,572.368797,580.385037,567.141277,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Haiti,HTI,977.220226,1428.923,1513.163597,1533.026783,1554.812568,1590.870411,1561.166255,1511.666298,1521.249142,1533.386585,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Honduras,HND,1843.749746,2397.992788,2837.966141,2876.982894,2853.186048,3032.47965,3056.808652,3228.972053,3005.299655,3123.890057,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Hungary,HUN,10074.1,7375.297208,5983.093592,5814.717617,5803.109274,6319.668655,6324.850031,6371.088007,6334.514183,6484.468559,..,..
